date,product,position,ship_from,ship_to,price_usd_mt
2025-01-02,Soybean Oil,15071000100Q,2025-03,2025-03,925.0
2025-01-02,Soybean Oil,15071000100Q,2025-04,2025-12,897.0
2025-01-02,Sunflower Oil,15121110310E,2025-01,2025-12,1060.0
2025-01-02,Soybean Meal,23040010100B,2025-01,2025-01,348.0
2025-01-02,Soybean Meal,23040010100B,2025-02,2025-03,349.0
2025-01-02,Soybean Meal,23040010100B,2025-04,2025-12,356.0
2025-01-03,Soybeans,12019000190C,2025-01,2025-02,412.0
2025-01-03,Soybeans,12019000190C,2025-03,2025-12,380.0
2025-01-03,Soybean Oil,15071000100Q,2025-01,2025-01,971.0
2025-01-03,Soybean Oil,15071000100Q,2025-02,2025-02,960.0
2025-01-03,Soybean Oil,15071000100Q,2025-03,2025-03,921.0
2025-01-03,Soybean Oil,15071000100Q,2025-04,2025-12,881.0
2025-01-03,Sunflower Oil,15121110310E,2025-01,2025-12,1055.0
2025-01-03,Soybean Meal,23040010100B,2025-01,2025-03,337.0
2025-01-03,Soybean Meal,23040010100B,2025-04,2025-12,346.0
2025-01-06,Soybeans,12019000190C,2025-01,2025-02,414.0
2025-01-06,Soybeans,12019000190C,2025-03,2025-12,381.0
2025-01-06,Soybean Oil,15071000100Q,2025-01,2025-02,975.0
2025-01-06,Soybean Oil,15071000100Q,2025-03,2025-03,934.0
2025-01-06,Soybean Oil,15071000100Q,2025-04,2025-04,904.0
2025-01-06,Soybean Oil,15071000100Q,2025-05,2025-12,884.0
2025-01-06,Sunflower Oil,15121110310E,2025-01,2025-12,1065.0
2025-01-06,Soybean Meal,23040010100B,2025-01,2025-03,334.0
2025-01-06,Soybean Meal,23040010100B,2025-04,2025-05,337.0
2025-01-06,Soybean Meal,23040010100B,2025-06,2025-12,345.0
2025-01-07,Soybeans,12019000190C,2025-01,2025-03,414.0
2025-01-07,Soybeans,12019000190C,2025-04,2025-12,381.0
2025-01-07,Soybean Oil,15071000100Q,2025-01,2025-02,996.0
2025-01-07,Soybean Oil,15071000100Q,2025-03,2025-03,952.0
2025-01-07,Soybean Oil,15071000100Q,2025-04,2025-04,913.0
2025-01-07,Soybean Oil,15071000100Q,2025-05,2025-12,896.0
2025-01-07,Sunflower Oil,15121110310E,2025-01,2025-12,1065.0
2025-01-07,Soybean Meal,23040010100B,2025-01,2025-03,330.0
2025-01-07,Soybean Meal,23040010100B,2025-04,2025-05,335.0
2025-01-07,Soybean Meal,23040010100B,2025-06,2025-12,341.0
2025-01-08,Soybeans,12019000190C,2025-01,2025-03,413.0
2025-01-08,Soybeans,12019000190C,2025-04,2025-12,381.0
2025-01-08,Soybean Oil,15071000100Q,2025-01,2025-02,1000.0
2025-01-08,Soybean Oil,15071000100Q,2025-03,2025-03,959.0
2025-01-08,Soybean Oil,15071000100Q,2025-04,2025-04,921.0
2025-01-08,Soybean Oil,15071000100Q,2025-05,2025-12,910.0
2025-01-08,Sunflower Oil,15121110310E,2025-01,2025-12,1065.0
2025-01-08,Soybean Meal,23040010100B,2025-01,2025-03,327.0
2025-01-08,Soybean Meal,23040010100B,2025-04,2025-05,332.0
2025-01-08,Soybean Meal,23040010100B,2025-06,2025-12,337.0
2025-01-09,Soybeans,12019000190C,2025-01,2025-03,415.0
2025-01-09,Soybeans,12019000190C,2025-04,2025-12,383.0
2025-01-09,Soybean Oil,15071000100Q,2025-01,2025-02,1020.0
2025-01-09,Soybean Oil,15071000100Q,2025-03,2025-03,987.0
2025-01-09,Soybean Oil,15071000100Q,2025-04,2025-04,945.0
2025-01-09,Soybean Oil,15071000100Q,2025-05,2025-12,935.0
2025-01-09,Sunflower Oil,15121110310E,2025-01,2025-12,1065.0
2025-01-09,Soybean Meal,23040010100B,2025-01,2025-03,324.0
2025-01-09,Soybean Meal,23040010100B,2025-04,2025-05,330.0
2025-01-09,Soybean Meal,23040010100B,2025-06,2025-12,334.0
2025-01-10,Soybeans,12019000190C,2025-01,2025-03,424.0
2025-01-10,Soybeans,12019000190C,2025-04,2025-12,389.0
2025-01-10,Soybean Oil,15071000100Q,2025-01,2025-02,1060.0
2025-01-10,Soybean Oil,15071000100Q,2025-03,2025-03,1030.0
2025-01-10,Soybean Oil,15071000100Q,2025-04,2025-04,993.0
2025-01-10,Soybean Oil,15071000100Q,2025-05,2025-12,976.0
2025-01-10,Sunflower Oil,15121110310E,2025-01,2025-12,1065.0
2025-01-10,Soybean Meal,23040010100B,2025-01,2025-03,326.0
2025-01-10,Soybean Meal,23040010100B,2025-04,2025-05,329.0
2025-01-10,Soybean Meal,23040010100B,2025-06,2025-12,333.0
2025-01-13,Soybeans,12019000190C,2025-01,2025-03,435.0
2025-01-13,Soybeans,12019000190C,2025-04,2025-12,400.0
2025-01-13,Soybean Oil,15071000100Q,2025-01,2025-02,1075.0
2025-01-13,Soybean Oil,15071000100Q,2025-03,2025-03,1036.0
2025-01-13,Soybean Oil,15071000100Q,2025-04,2025-04,998.0
2025-01-13,Soybean Oil,15071000100Q,2025-05,2025-12,987.0
2025-01-13,Sunflower Oil,15121110310E,2025-01,2025-12,1075.0
2025-01-13,Soybean Meal,23040010100B,2025-01,2025-03,335.0
2025-01-13,Soybean Meal,23040010100B,2025-04,2025-05,339.0
2025-01-13,Soybean Meal,23040010100B,2025-06,2025-12,344.0
2025-01-14,Soybeans,12019000190C,2025-01,2025-03,433.0
2025-01-14,Soybeans,12019000190C,2025-04,2025-12,395.0
2025-01-14,Soybean Oil,15071000100Q,2025-01,2025-02,1078.0
2025-01-14,Soybean Oil,15071000100Q,2025-03,2025-03,1030.0
2025-01-14,Soybean Oil,15071000100Q,2025-04,2025-04,995.0
2025-01-14,Soybean Oil,15071000100Q,2025-05,2025-12,988.0
2025-01-14,Sunflower Oil,15121110310E,2025-01,2025-12,1080.0
2025-01-14,Soybean Meal,23040010100B,2025-01,2025-03,335.0
2025-01-14,Soybean Meal,23040010100B,2025-04,2025-05,337.0
2025-01-14,Soybean Meal,23040010100B,2025-06,2025-12,341.0
2025-01-15,Soybeans,12019000190C,2025-01,2025-03,424.0
2025-01-15,Soybeans,12019000190C,2025-04,2025-12,395.0
2025-01-15,Soybean Oil,15071000100Q,2025-01,2025-02,1071.0
2025-01-15,Soybean Oil,15071000100Q,2025-03,2025-03,1029.0
2025-01-15,Soybean Oil,15071000100Q,2025-04,2025-04,995.0
2025-01-15,Soybean Oil,15071000100Q,2025-05,2025-12,977.0
2025-01-15,Sunflower Oil,15121110310E,2025-01,2025-12,1080.0
2025-01-15,Soybean Meal,23040010100B,2025-01,2025-03,331.0
2025-01-15,Soybean Meal,23040010100B,2025-04,2025-05,333.0
2025-01-15,Soybean Meal,23040010100B,2025-06,2025-12,337.0
2025-01-16,Soybeans,12019000190C,2025-01,2025-03,415.0
2025-01-16,Soybeans,12019000190C,2025-04,2025-12,385.0
2025-01-16,Soybean Oil,15071000100Q,2025-01,2025-02,1037.0
2025-01-16,Soybean Oil,15071000100Q,2025-03,2025-03,1006.0
2025-01-16,Soybean Oil,15071000100Q,2025-04,2025-04,969.0
2025-01-16,Soybean Oil,15071000100Q,2025-05,2025-12,952.0
2025-01-16,Sunflower Oil,15121110310E,2025-01,2025-12,1080.0
2025-01-16,Soybean Meal,23040010100B,2025-01,2025-03,320.0
2025-01-16,Soybean Meal,23040010100B,2025-04,2025-05,324.0
2025-01-16,Soybean Meal,23040010100B,2025-06,2025-12,327.0
2025-01-17,Soybeans,12019000190C,2025-01,2025-03,414.0
2025-01-17,Soybeans,12019000190C,2025-04,2025-12,391.0
2025-01-17,Soybean Oil,15071000100Q,2025-01,2025-02,1044.0
2025-01-17,Soybean Oil,15071000100Q,2025-03,2025-03,1014.0
2025-01-17,Soybean Oil,15071000100Q,2025-04,2025-04,976.0
2025-01-17,Soybean Oil,15071000100Q,2025-05,2025-12,959.0
2025-01-17,Sunflower Oil,15121110310E,2025-01,2025-12,1080.0
2025-01-17,Soybean Meal,23040010100B,2025-01,2025-03,322.0
2025-01-17,Soybean Meal,23040010100B,2025-04,2025-05,326.0
2025-01-17,Soybean Meal,23040010100B,2025-06,2025-12,330.0
2025-01-20,Soybeans,12019000190C,2025-01,2025-03,412.0
2025-01-20,Soybeans,12019000190C,2025-04,2025-12,387.0
2025-01-20,Soybean Oil,15071000100Q,2025-01,2025-02,1044.0
2025-01-20,Soybean Oil,15071000100Q,2025-03,2025-03,1014.0
2025-01-20,Soybean Oil,15071000100Q,2025-04,2025-04,976.0
2025-01-20,Soybean Oil,15071000100Q,2025-05,2025-12,959.0
2025-01-20,Sunflower Oil,15121110310E,2025-01,2025-12,1080.0
2025-01-20,Soybean Meal,23040010100B,2025-01,2025-03,322.0
2025-01-20,Soybean Meal,23040010100B,2025-04,2025-05,326.0
2025-01-20,Soybean Meal,23040010100B,2025-06,2025-12,330.0
2025-01-21,Soybeans,12019000190C,2025-01,2025-03,420.0
2025-01-21,Soybeans,12019000190C,2025-04,2025-12,399.0
2025-01-21,Soybean Oil,15071000100Q,2025-01,2025-02,1042.0
2025-01-21,Soybean Oil,15071000100Q,2025-03,2025-03,1004.0
2025-01-21,Soybean Oil,15071000100Q,2025-04,2025-04,979.0
2025-01-21,Soybean Oil,15071000100Q,2025-05,2025-12,963.0
2025-01-21,Sunflower Oil,15121110310E,2025-01,2025-12,1080.0
2025-01-21,Soybean Meal,23040010100B,2025-01,2025-03,335.0
2025-01-21,Soybean Meal,23040010100B,2025-04,2025-05,340.0
2025-01-21,Soybean Meal,23040010100B,2025-06,2025-12,343.0
2025-01-22,Soybeans,12019000190C,2025-01,2025-03,416.0
2025-01-22,Soybeans,12019000190C,2025-04,2025-12,398.0
2025-01-22,Soybean Oil,15071000100Q,2025-01,2025-02,1015.0
2025-01-22,Soybean Oil,15071000100Q,2025-03,2025-03,987.0
2025-01-22,Soybean Oil,15071000100Q,2025-04,2025-04,951.0
2025-01-22,Soybean Oil,15071000100Q,2025-05,2025-12,938.0
2025-01-22,Sunflower Oil,15121110310E,2025-01,2025-12,1080.0
2025-01-22,Soybean Meal,23040010100B,2025-01,2025-03,340.0
2025-01-22,Soybean Meal,23040010100B,2025-04,2025-05,344.0
2025-01-22,Soybean Meal,23040010100B,2025-06,2025-12,348.0
2025-01-23,Soybeans,12019000190C,2025-01,2025-03,415.0
2025-01-23,Soybeans,12019000190C,2025-04,2025-12,401.0
2025-01-23,Soybean Oil,15071000100Q,2025-01,2025-02,1023.0
2025-01-23,Soybean Oil,15071000100Q,2025-03,2025-03,987.0
2025-01-23,Soybean Oil,15071000100Q,2025-04,2025-04,955.0
2025-01-23,Soybean Oil,15071000100Q,2025-05,2025-12,941.0
2025-01-23,Sunflower Oil,15121110310E,2025-01,2025-12,1080.0
2025-01-23,Soybean Meal,23040010100B,2025-01,2025-03,341.0
2025-01-23,Soybean Meal,23040010100B,2025-04,2025-05,343.0
2025-01-23,Soybean Meal,23040010100B,2025-06,2025-12,350.0
2025-01-24,Soybeans,12019000190C,2025-01,2025-03,412.0
2025-01-24,Soybeans,12019000190C,2025-04,2025-12,399.0
2025-01-24,Soybean Oil,15071000100Q,2025-01,2025-02,1000.0
2025-01-24,Soybean Oil,15071000100Q,2025-03,2025-03,976.0
2025-01-24,Soybean Oil,15071000100Q,2025-04,2025-04,942.0
2025-01-24,Soybean Oil,15071000100Q,2025-05,2025-12,932.0
2025-01-24,Sunflower Oil,15121110310E,2025-01,2025-12,1080.0
2025-01-24,Soybean Meal,23040010100B,2025-01,2025-03,330.0
2025-01-24,Soybean Meal,23040010100B,2025-04,2025-05,332.0
2025-01-24,Soybean Meal,23040010100B,2025-06,2025-12,339.0
2025-01-27,Soybeans,12019000190C,2025-01,2025-03,408.0
2025-01-27,Soybeans,12019000190C,2025-04,2025-12,392.0
2025-01-27,Soybean Oil,15071000100Q,2025-01,2025-02,995.0
2025-01-27,Soybean Oil,15071000100Q,2025-03,2025-03,977.0
2025-01-27,Soybean Oil,15071000100Q,2025-04,2025-04,940.0
2025-01-27,Soybean Oil,15071000100Q,2025-05,2025-12,920.0
2025-01-27,Sunflower Oil,15121110310E,2025-01,2025-12,1080.0
2025-01-27,Soybean Meal,23040010100B,2025-01,2025-03,326.0
2025-01-27,Soybean Meal,23040010100B,2025-04,2025-05,328.0
2025-01-27,Soybean Meal,23040010100B,2025-06,2025-12,334.0
2025-01-28,Soybeans,12019000190C,2025-01,2025-03,408.0
2025-01-28,Soybeans,12019000190C,2025-04,2025-12,388.0
2025-01-28,Soybean Oil,15071000100Q,2025-01,2025-02,997.0
2025-01-28,Soybean Oil,15071000100Q,2025-03,2025-03,977.0
2025-01-28,Soybean Oil,15071000100Q,2025-04,2025-04,944.0
2025-01-28,Soybean Oil,15071000100Q,2025-05,2025-12,924.0
2025-01-28,Sunflower Oil,15121110310E,2025-01,2025-12,1080.0
2025-01-28,Soybean Meal,23040010100B,2025-01,2025-03,328.0
2025-01-28,Soybean Meal,23040010100B,2025-04,2025-05,330.0
2025-01-28,Soybean Meal,23040010100B,2025-06,2025-12,337.0
2025-01-29,Soybeans,12019000190C,2025-01,2025-03,419.0
2025-01-29,Soybeans,12019000190C,2025-04,2025-12,393.0
2025-01-29,Soybean Oil,15071000100Q,2025-01,2025-02,986.0
2025-01-29,Soybean Oil,15071000100Q,2025-03,2025-03,965.0
2025-01-29,Soybean Oil,15071000100Q,2025-04,2025-04,933.0
2025-01-29,Soybean Oil,15071000100Q,2025-05,2025-12,921.0
2025-01-29,Sunflower Oil,15121110310E,2025-01,2025-12,1080.0
2025-01-29,Soybean Meal,23040010100B,2025-01,2025-03,335.0
2025-01-29,Soybean Meal,23040010100B,2025-04,2025-05,338.0
2025-01-29,Soybean Meal,23040010100B,2025-06,2025-12,345.0
2025-01-30,Soybeans,12019000190C,2025-01,2025-03,413.0
2025-01-30,Soybeans,12019000190C,2025-04,2025-12,386.0
2025-01-30,Soybean Oil,15071000100Q,2025-01,2025-02,987.0
2025-01-30,Soybean Oil,15071000100Q,2025-03,2025-03,968.0
2025-01-30,Soybean Oil,15071000100Q,2025-04,2025-04,937.0
2025-01-30,Soybean Oil,15071000100Q,2025-05,2025-12,921.0
2025-01-30,Sunflower Oil,15121110310E,2025-01,2025-12,1075.0
2025-01-30,Soybean Meal,23040010100B,2025-01,2025-03,330.0
2025-01-30,Soybean Meal,23040010100B,2025-04,2025-05,333.0
2025-01-30,Soybean Meal,23040010100B,2025-06,2025-12,340.0
2025-01-31,Soybeans,12019000190C,2025-02,2025-03,412.0
2025-01-31,Soybeans,12019000190C,2025-04,2026-01,385.0
2025-01-31,Soybean Oil,15071000100Q,2025-02,2025-02,1001.0
2025-01-31,Soybean Oil,15071000100Q,2025-03,2025-03,983.0
2025-01-31,Soybean Oil,15071000100Q,2025-04,2025-04,948.0
2025-01-31,Soybean Oil,15071000100Q,2025-05,2026-01,938.0
2025-01-31,Sunflower Oil,15121110310E,2025-01,2025-12,1075.0
2025-01-31,Soybean Meal,23040010100B,2025-02,2025-03,327.0
2025-01-31,Soybean Meal,23040010100B,2025-04,2025-05,329.0
2025-01-31,Soybean Meal,23040010100B,2025-06,2026-01,336.0
2025-02-03,Soybeans,12019000190C,2025-02,2025-03,416.0
2025-02-03,Soybeans,12019000190C,2025-04,2026-01,392.0
2025-02-03,Soybean Oil,15071000100Q,2025-02,2025-02,995.0
2025-02-03,Soybean Oil,15071000100Q,2025-03,2025-03,981.0
2025-02-03,Soybean Oil,15071000100Q,2025-04,2025-04,947.0
2025-02-03,Soybean Oil,15071000100Q,2025-05,2026-01,937.0
2025-02-03,Sunflower Oil,15121110310E,2025-02,2026-01,1075.0
2025-02-03,Soybean Meal,23040010100B,2025-02,2025-03,330.0
2025-02-03,Soybean Meal,23040010100B,2025-04,2025-05,332.0
2025-02-03,Soybean Meal,23040010100B,2025-06,2026-01,338.0
2025-02-04,Soybeans,12019000190C,2025-02,2025-03,418.0
2025-02-04,Soybeans,12019000190C,2025-04,2026-01,394.0
2025-02-04,Soybean Oil,15071000100Q,2025-02,2025-02,987.0
2025-02-04,Soybean Oil,15071000100Q,2025-03,2025-03,976.0
2025-02-04,Soybean Oil,15071000100Q,2025-04,2025-04,944.0
2025-02-04,Soybean Oil,15071000100Q,2025-05,2026-01,936.0
2025-02-04,Sunflower Oil,15121110310E,2025-02,2026-01,1075.0
2025-02-04,Soybean Meal,23040010100B,2025-02,2025-03,339.0
2025-02-04,Soybean Meal,23040010100B,2025-04,2025-05,341.0
2025-02-04,Soybean Meal,23040010100B,2025-06,2026-01,349.0
2025-02-05,Soybeans,12019000190C,2025-02,2025-03,412.0
2025-02-05,Soybeans,12019000190C,2025-04,2026-01,389.0
2025-02-05,Soybean Oil,15071000100Q,2025-02,2025-02,989.0
2025-02-05,Soybean Oil,15071000100Q,2025-03,2025-03,981.0
2025-02-05,Soybean Oil,15071000100Q,2025-04,2025-04,941.0
2025-02-05,Soybean Oil,15071000100Q,2025-05,2026-01,929.0
2025-02-05,Sunflower Oil,15121110310E,2025-02,2026-01,1075.0
2025-02-05,Soybean Meal,23040010100B,2025-02,2025-03,333.0
2025-02-05,Soybean Meal,23040010100B,2025-04,2025-05,335.0
2025-02-05,Soybean Meal,23040010100B,2025-06,2026-01,342.0
2025-02-06,Soybeans,12019000190C,2025-02,2025-03,410.0
2025-02-06,Soybeans,12019000190C,2025-04,2026-01,390.0
2025-02-06,Soybean Oil,15071000100Q,2025-02,2025-02,1017.0
2025-02-06,Soybean Oil,15071000100Q,2025-03,2025-03,998.0
2025-02-06,Soybean Oil,15071000100Q,2025-04,2025-04,959.0
2025-02-06,Soybean Oil,15071000100Q,2025-05,2026-01,948.0
2025-02-06,Sunflower Oil,15121110310E,2025-02,2026-01,1080.0
2025-02-06,Soybean Meal,23040010100B,2025-02,2025-03,331.0
2025-02-06,Soybean Meal,23040010100B,2025-04,2025-05,333.0
2025-02-06,Soybean Meal,23040010100B,2025-06,2026-01,340.0
2025-02-07,Soybeans,12019000190C,2025-02,2025-03,406.0
2025-02-07,Soybeans,12019000190C,2025-04,2026-01,390.0
2025-02-07,Soybean Oil,15071000100Q,2025-02,2025-02,1027.0
2025-02-07,Soybean Oil,15071000100Q,2025-03,2025-03,1020.0
2025-02-07,Soybean Oil,15071000100Q,2025-04,2025-04,967.0
2025-02-07,Soybean Oil,15071000100Q,2025-05,2026-01,959.0
2025-02-07,Sunflower Oil,15121110310E,2025-02,2026-01,1080.0
2025-02-07,Soybean Meal,23040010100B,2025-02,2025-03,326.0
2025-02-07,Soybean Meal,23040010100B,2025-04,2025-05,328.0
2025-02-07,Soybean Meal,23040010100B,2025-06,2026-01,335.0
2025-02-10,Soybeans,12019000190C,2025-02,2025-03,406.0
2025-02-10,Soybeans,12019000190C,2025-04,2026-01,394.0
2025-02-10,Soybean Oil,15071000100Q,2025-02,2025-03,1035.0
2025-02-10,Soybean Oil,15071000100Q,2025-04,2025-04,974.0
2025-02-10,Soybean Oil,15071000100Q,2025-05,2026-01,962.0
2025-02-10,Sunflower Oil,15121110310E,2025-02,2026-01,1080.0
2025-02-10,Soybean Meal,23040010100B,2025-02,2025-03,325.0
2025-02-10,Soybean Meal,23040010100B,2025-04,2025-05,327.0
2025-02-10,Soybean Meal,23040010100B,2025-06,2026-01,334.0
2025-02-11,Soybeans,12019000190C,2025-02,2025-03,406.0
2025-02-11,Soybeans,12019000190C,2025-04,2026-01,394.0
2025-02-11,Soybean Oil,15071000100Q,2025-02,2025-03,1050.0
2025-02-11,Soybean Oil,15071000100Q,2025-04,2025-04,989.0
2025-02-11,Soybean Oil,15071000100Q,2025-05,2026-01,962.0
2025-02-11,Sunflower Oil,15121110310E,2025-02,2026-01,1085.0
2025-02-11,Soybean Meal,23040010100B,2025-02,2025-03,321.0
2025-02-11,Soybean Meal,23040010100B,2025-04,2025-05,322.0
2025-02-11,Soybean Meal,23040010100B,2025-06,2026-01,328.0
2025-02-12,Soybeans,12019000190C,2025-02,2025-03,400.0
2025-02-12,Soybeans,12019000190C,2025-04,2026-01,394.0
2025-02-12,Soybean Oil,15071000100Q,2025-02,2025-03,1062.0
2025-02-12,Soybean Oil,15071000100Q,2025-04,2025-04,989.0
2025-02-12,Soybean Oil,15071000100Q,2025-05,2026-01,955.0
2025-02-12,Sunflower Oil,15121110310E,2025-02,2026-01,1090.0
2025-02-12,Soybean Meal,23040010100B,2025-02,2025-03,320.0
2025-02-12,Soybean Meal,23040010100B,2025-04,2025-05,321.0
2025-02-12,Soybean Meal,23040010100B,2025-06,2026-01,326.0
2025-02-13,Soybeans,12019000190C,2025-02,2025-03,401.0
2025-02-13,Soybeans,12019000190C,2025-04,2026-01,396.0
2025-02-13,Soybean Oil,15071000100Q,2025-02,2025-03,1079.0
2025-02-13,Soybean Oil,15071000100Q,2025-04,2025-04,1011.0
2025-02-13,Soybean Oil,15071000100Q,2025-05,2026-01,974.0
2025-02-13,Sunflower Oil,15121110310E,2025-02,2026-01,1090.0
2025-02-13,Soybean Meal,23040010100B,2025-02,2025-03,318.0
2025-02-13,Soybean Meal,23040010100B,2025-04,2025-05,320.0
2025-02-13,Soybean Meal,23040010100B,2025-06,2026-01,325.0
2025-02-14,Soybeans,12019000190C,2025-02,2025-03,401.0
2025-02-14,Soybeans,12019000190C,2025-04,2026-01,398.0
2025-02-14,Soybean Oil,15071000100Q,2025-02,2025-03,1082.0
2025-02-14,Soybean Oil,15071000100Q,2025-04,2025-04,1015.0
2025-02-14,Soybean Oil,15071000100Q,2025-05,2026-01,970.0
2025-02-14,Sunflower Oil,15121110310E,2025-02,2026-01,1100.0
2025-02-14,Soybean Meal,23040010100B,2025-02,2025-03,324.0
2025-02-14,Soybean Meal,23040010100B,2025-04,2025-05,322.0
2025-02-14,Soybean Meal,23040010100B,2025-06,2026-01,328.0
2025-02-17,Soybeans,12019000190C,2025-02,2025-03,401.0
2025-02-17,Soybeans,12019000190C,2025-04,2026-01,398.0
2025-02-17,Soybean Oil,15071000100Q,2025-02,2025-03,1082.0
2025-02-17,Soybean Oil,15071000100Q,2025-04,2025-04,1015.0
2025-02-17,Soybean Oil,15071000100Q,2025-05,2026-01,970.0
2025-02-17,Sunflower Oil,15121110310E,2025-02,2026-01,1100.0
2025-02-17,Soybean Meal,23040010100B,2025-02,2025-03,324.0
2025-02-17,Soybean Meal,23040010100B,2025-04,2025-05,322.0
2025-02-17,Soybean Meal,23040010100B,2025-06,2026-01,328.0
2025-02-18,Soybeans,12019000190C,2025-02,2025-03,401.0
2025-02-18,Soybeans,12019000190C,2025-04,2026-01,399.0
2025-02-18,Soybean Oil,15071000100Q,2025-02,2025-03,1105.0
2025-02-18,Soybean Oil,15071000100Q,2025-04,2025-04,1043.0
2025-02-18,Soybean Oil,15071000100Q,2025-05,2026-01,991.0
2025-02-18,Sunflower Oil,15121110310E,2025-02,2026-01,1100.0
2025-02-18,Soybean Meal,23040010100B,2025-02,2025-05,322.0
2025-02-18,Soybean Meal,23040010100B,2025-06,2026-01,325.0
2025-02-19,Soybeans,12019000190C,2025-02,2025-03,399.0
2025-02-19,Soybeans,12019000190C,2025-04,2026-01,396.0
2025-02-19,Soybean Oil,15071000100Q,2025-02,2025-03,1082.0
2025-02-19,Soybean Oil,15071000100Q,2025-04,2025-04,1016.0
2025-02-19,Soybean Oil,15071000100Q,2025-05,2026-01,969.0
2025-02-19,Sunflower Oil,15121110310E,2025-02,2026-01,1095.0
2025-02-19,Soybean Meal,23040010100B,2025-02,2025-05,322.0
2025-02-19,Soybean Meal,23040010100B,2025-06,2026-01,325.0
2025-02-20,Soybeans,12019000190C,2025-02,2025-03,404.0
2025-02-20,Soybeans,12019000190C,2025-04,2026-01,402.0
2025-02-20,Soybean Oil,15071000100Q,2025-02,2025-03,1111.0
2025-02-20,Soybean Oil,15071000100Q,2025-04,2025-04,1036.0
2025-02-20,Soybean Oil,15071000100Q,2025-05,2026-01,992.0
2025-02-20,Sunflower Oil,15121110310E,2025-02,2026-01,1100.0
2025-02-20,Soybean Meal,23040010100B,2025-02,2025-05,323.0
2025-02-20,Soybean Meal,23040010100B,2025-06,2026-01,327.0
2025-02-21,Soybeans,12019000190C,2025-02,2025-03,404.0
2025-02-21,Soybeans,12019000190C,2025-04,2026-01,402.0
2025-02-21,Soybean Oil,15071000100Q,2025-02,2025-03,1098.0
2025-02-21,Soybean Oil,15071000100Q,2025-04,2025-04,1034.0
2025-02-21,Soybean Oil,15071000100Q,2025-05,2026-01,989.0
2025-02-21,Sunflower Oil,15121110310E,2025-02,2026-01,1100.0
2025-02-21,Soybean Meal,23040010100B,2025-02,2025-05,323.0
2025-02-21,Soybean Meal,23040010100B,2025-06,2026-01,327.0
2025-02-24,Soybeans,12019000190C,2025-02,2025-03,404.0
2025-02-24,Soybeans,12019000190C,2025-04,2026-01,400.0
2025-02-24,Soybean Oil,15071000100Q,2025-02,2025-03,1079.0
2025-02-24,Soybean Oil,15071000100Q,2025-04,2025-04,1028.0
2025-02-24,Soybean Oil,15071000100Q,2025-05,2026-01,966.0
2025-02-24,Sunflower Oil,15121110310E,2025-02,2026-01,1110.0
2025-02-24,Soybean Meal,23040010100B,2025-02,2025-05,319.0
2025-02-24,Soybean Meal,23040010100B,2025-06,2026-01,325.0
2025-02-25,Soybeans,12019000190C,2025-02,2025-03,404.0
2025-02-25,Soybeans,12019000190C,2025-04,2026-01,400.0
2025-02-25,Soybean Oil,15071000100Q,2025-02,2025-03,1073.0
2025-02-25,Soybean Oil,15071000100Q,2025-04,2025-04,1028.0
2025-02-25,Soybean Oil,15071000100Q,2025-05,2026-01,963.0
2025-02-25,Sunflower Oil,15121110310E,2025-02,2026-01,1110.0
2025-02-25,Soybean Meal,23040010100B,2025-02,2025-05,323.0
